protein_accession,protein_description,con1,con2,con3,trt1,trt2,trt3
19014_WDR43_HUMAN,WD repeat-containing protein 43 OS=Homo sapiens GN=WDR43 PE=1 SV=3,12.540733333333334,4.641983333333333,3.7587,1.9364666666666666,8.1826,3.14595
9734_LTOR1_HUMAN,Ragulator complex protein LAMTOR1 OS=Homo sapiens GN=LAMTOR1 PE=1 SV=2,0.6101333333333333,0.7589,0.66975,0.70035,2.3166333333333333,0.7677833333333334
14217_RBMX_HUMAN,RNA-binding motif protein_ X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3,22.023383333333335,21.51965,16.9349,15.44305,1.7196666666666667,5.537833333333333
8349_ISOC1_HUMAN,Isochorismatase domain-containing protein 1 OS=Homo sapiens GN=ISOC1 PE=1 SV=3,1.1230499999999999,0.44445,1.2974333333333332,2.2707333333333333,3.9484500000000002,0.9079166666666667
18666_UK114_HUMAN,Ribonuclease UK114 OS=Homo sapiens GN=HRSP12 PE=1 SV=1,0.5449333333333334,0.7276833333333333,1.0837833333333333,0.7677833333333334,0.8692000000000001,1.2841833333333335
1506_BAF_HUMAN,Barrier-to-autointegration factor OS=Homo sapiens GN=BANF1 PE=1 SV=1,0.5842666666666667,0.70035,0.6581833333333333,3.6535333333333333,0.7185166666666667,1.9696166666666666
3427_CNN3_HUMAN,Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1,2.9017666666666666,2.3726333333333334,1.8138833333333333,4.594666666666667,3.2754833333333333,2.68625
1288_AT5F1_HUMAN,ATP synthase F(0) complex subunit B1_ mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2,3.4612166666666666,7.9893833333333335,4.41855,5.745233333333333,6.765833333333333,3.8316000000000003
16685_STT3B_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1,2.98515,3.5280666666666667,5.127416666666667,9.726166666666666,4.41855,9.479583333333332
2661_CDK1_HUMAN,Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3,4.6574333333333335,3.901,8.093633333333333,2.6915999999999998,3.1144499999999997,3.35025
5089_EF1G_HUMAN,Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3,28.531666666666666,27.809983333333335,29.770183333333332,21.297866666666668,15.2989,27.735083333333332
7725_HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,150.72071666666668,103.85333333333334,165.89531666666667,111.57066666666667,108.04535,108.04535
7720_HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5,68.5509,46.64066666666667,44.67563333333333,64.71778333333333,68.5509,77.75401666666667
12939_PGRC2_HUMAN,Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1,0.66975,0.9079166666666667,1.35175,1.42045,1.37405,1.0299166666666666
16793_SYEM_HUMAN,Probable glutamate--tRNA ligase_ mitochondrial OS=Homo sapiens GN=EARS2 PE=1 SV=2,1.48265,0.6910833333333333,2.1820166666666667,0.9402166666666667,1.17415,0.8023
17991_TPX2_HUMAN,Targeting protein for Xklp2 OS=Homo sapiens GN=TPX2 PE=1 SV=2,4.52595,4.9465666666666666,4.758216666666667,2.9741333333333335,16.2619,7.785616666666667
7359_HAP28_HUMAN,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens GN=PDAP1 PE=1 SV=1,2.5764,1.40005,1.9938666666666667,1.31315,1.9487333333333334,4.1020666666666665
7171_GRP75_HUMAN,Stress-70 protein_ mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2,51.98068333333333,58.00001666666667,71.0608,47.333016666666666,42.1923,66.3075
3591_COPB2_HUMAN,Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2,17.10355,14.338133333333333,12.087916666666667,13.399683333333334,5.048733333333334,13.758366666666667
11422_NOP10_HUMAN,H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens GN=NOP10 PE=1 SV=1,0.040683333333333335,0.4268,0.24631666666666668,0.3294333333333333,0.2895833333333333,0.2895833333333333
7239_GTPC1_HUMAN,Putative GTP cyclohydrolase 1 type 2 NIF3L1 OS=Homo sapiens GN=NIF3L1 PE=1 SV=2,5.960416666666667,3.2587,0.4821,1.0299166666666666,14.227566666666666,1.1881833333333334
13898_PUR8_HUMAN,Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2,8.262166666666667,5.6358500000000005,5.1168000000000005,4.8795166666666665,4.6675,3.1192166666666665
414_ACTZ_HUMAN,Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1,2.7533666666666665,4.216866666666666,3.6376833333333334,11.413633333333333,3.2754833333333333,8.3859
6676_GEMI5_HUMAN,Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3,15.024216666666668,38.76931666666667,12.931533333333334,11.120166666666666,26.76195,10.646333333333335
13908_PUS7_HUMAN,Pseudouridylate synthase 7 homolog OS=Homo sapiens GN=PUS7 PE=1 SV=2,3.7774,7.319683333333333,2.11185,6.320783333333333,8.0648,2.8405666666666667
11450_NP1L1_HUMAN,Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1,33.71106666666667,11.299183333333334,9.3606,19.02335,3.35025,23.835733333333334
5180_EIF3M_HUMAN,Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens GN=EIF3M PE=1 SV=1,3.7086666666666668,1.3069,3.6989,6.95035,8.576383333333334,2.7533666666666665
14014_RAB21_HUMAN,Ras-related protein Rab-21 OS=Homo sapiens GN=RAB21 PE=1 SV=3,0.8692000000000001,1.9440833333333334,1.1643166666666667,0.7589,0.5174166666666666,1.2607166666666667
14924_RS10_HUMAN,40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1,4.594666666666667,3.353666666666667,3.5424,3.0135833333333335,7.753216666666667,3.0072833333333335
14596_RL35_HUMAN,60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2,4.693383333333333,3.5979666666666668,3.1144499999999997,2.1746166666666666,3.14595,1.40005
11701_NUDT5_HUMAN,ADP-sugar pyrophosphatase OS=Homo sapiens GN=NUDT5 PE=1 SV=1,3.2013,4.35555,4.091316666666667,3.162933333333333,2.5654833333333333,4.298983333333333
18838_VIGLN_HUMAN,Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2,17.8387,11.49085,16.7787,31.559666666666665,19.765266666666665,13.09735
5047_ECHA_HUMAN,Trifunctional enzyme subunit alpha_ mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2,13.921633333333332,10.778583333333334,14.3577,10.963383333333333,20.008266666666668,13.466849999999999
1845_BZW2_HUMAN,Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens GN=BZW2 PE=1 SV=1,1.3950166666666666,2.3059833333333333,2.4477,0.9639,2.5406166666666667,1.1470333333333333
11716_NUP54_HUMAN,Nucleoporin p54 OS=Homo sapiens GN=NUP54 PE=1 SV=2,6.584883333333333,24.63811666666667,11.638933333333334,9.166716666666666,2.6611833333333332,11.49085
9624_LRC59_HUMAN,Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1,12.293883333333333,7.552266666666666,11.6762,6.11375,31.640083333333333,6.8261
2763_CECR5_HUMAN,Cat eye syndrome critical region protein 5 OS=Homo sapiens GN=CECR5 PE=1 SV=1,2.055633333333333,2.398416666666667,8.8699,4.28285,1.61105,3.2674333333333334
13278_PMM2_HUMAN,Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1,1.1643166666666667,2.85635,1.6050833333333334,0.38688333333333336,0.6101333333333333,0.4535
815_ANM5_HUMAN,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,11.836500000000001,11.15655,9.166716666666666,9.910883333333334,3.5028166666666665,7.419266666666667
4731_DNJC9_HUMAN,DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1,0.9209,2.8734166666666665,0.9571000000000001,5.0217,3.8921333333333337,7.590366666666667
14588_RL27_HUMAN,60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,5.2655,6.537983333333333,5.648816666666667,5.229466666666666,4.641983333333333,4.741333333333333
13750_PSD11_HUMAN,26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3,4.453166666666666,6.765833333333333,8.162116666666666,12.931533333333334,21.450466666666667,16.2619
13228_PLOD1_HUMAN,Procollagen-lysine_2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2,4.8681,5.781166666666667,5.276866666666667,8.262166666666667,13.063616666666666,7.224383333333333
10255_METK2_HUMAN,S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens GN=MAT2A PE=1 SV=1,6.5053833333333335,11.595516666666667,19.1428,4.7289666666666665,2.5007,7.9893833333333335
3299_CLH1_HUMAN,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,111.57066666666667,96.45028333333333,108.04535,90.94231666666667,165.89531666666667,111.57066666666667
6171_FKBP4_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3,18.221633333333333,24.01085,33.465666666666664,27.11715,35.2332,28.037366666666667
14247_RCC1_HUMAN,Regulator of chromosome condensation OS=Homo sapiens GN=RCC1 PE=1 SV=1,8.52625,4.401083333333333,7.068033333333333,5.5030166666666664,1.5482666666666667,4.779366666666666
4448_DDX42_HUMAN,ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,7.207233333333334,4.055183333333333,7.103833333333333,4.401083333333333,10.540016666666666,9.080716666666667
4713_DNJA3_HUMAN,DnaJ homolog subfamily A member 3_ mitochondrial OS=Homo sapiens GN=DNAJA3 PE=1 SV=2,2.22375,0.4680333333333333,3.4612166666666666,3.5894500000000003,7.601133333333333,3.03485
14595_RL35A_HUMAN,60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2,4.49365,4.34685,4.298983333333333,3.287183333333333,2.5764,3.40225
4115_CUL1_HUMAN,Cullin-1 OS=Homo sapiens GN=CUL1 PE=1 SV=2,4.6216333333333335,7.2818499999999995,5.452216666666667,4.7520999999999995,4.120583333333333,8.53865
4643_DKC1_HUMAN,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3,1.8138833333333333,1.0299166666666666,0.7276833333333333,4.710133333333333,17.20723333333333,2.8734166666666665
5545_EZRI_HUMAN,Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4,71.0608,94.38371666666667,100.16586666666666,80.41513333333333,96.45028333333333,71.0608
6186_FLNB_HUMAN,Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=2,47.99496666666667,42.96585,58.582750000000004,86.71308333333333,94.38371666666667,67.36411666666666
13776_PSMD5_HUMAN,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens GN=PSMD5 PE=1 SV=3,8.823,9.790783333333334,10.699016666666667,7.402916666666666,18.499116666666666,5.276866666666667
11416_NOLC1_HUMAN,Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2,15.4703,13.337283333333334,14.587983333333334,15.255783333333333,4.015583333333334,12.993616666666668
4415_DDB1_HUMAN,DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1,32.215316666666666,27.052733333333332,22.023383333333335,30.105,39.69178333333333,19.1428
18940_VTA1_HUMAN,Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens GN=VTA1 PE=1 SV=1,1.3611333333333333,3.33045,1.2463166666666667,2.956183333333333,4.741333333333333,5.1395333333333335
4463_DDX5_HUMAN,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1,15.13785,18.672449999999998,37.971466666666664,17.736833333333333,5.781166666666667,14.942916666666665
16005_SMC4_HUMAN,Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2,4.4740166666666665,5.178966666666667,4.433683333333334,6.40915,10.699016666666667,11.595516666666667
3964_CSN2_HUMAN,COP9 signalosome complex subunit 2 OS=Homo sapiens GN=COPS2 PE=1 SV=1,14.587983333333334,4.6675,2.9503166666666667,3.5424,6.940566666666666,2.98515
1312_ATD3B_HUMAN,ATPase family AAA domain-containing protein 3B OS=Homo sapiens GN=ATAD3B PE=1 SV=1,3.2674333333333334,5.8934500000000005,4.256183333333333,5.395366666666667,0.4821,5.781166666666667
10368_MIPEP_HUMAN,Mitochondrial intermediate peptidase OS=Homo sapiens GN=MIPEP PE=1 SV=2,3.4711833333333333,2.91065,2.35625,5.048733333333334,5.127416666666667,3.1585833333333335
17903_TOP1_HUMAN,DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2,27.605633333333333,27.918633333333332,27.809983333333335,22.4545,5.8934500000000005,17.736833333333333
11683_NUCL_HUMAN,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,103.85333333333334,93.26791666666666,77.75401666666667,42.96585,5.395366666666667,86.71308333333333
11403_NOG1_HUMAN,Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3,8.53865,9.7658,5.798583333333333,3.8654166666666665,9.166716666666666,4.641983333333333
4470_DECR_HUMAN,2_4-dienoyl-CoA reductase_ mitochondrial OS=Homo sapiens GN=DECR1 PE=1 SV=1,3.6725166666666667,2.2117999999999998,0.9732166666666666,2.9334333333333333,7.662916666666666,1.5841833333333333
11122_NDUA9_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9_ mitochondrial OS=Homo sapiens GN=NDUFA9 PE=1 SV=2,3.3812333333333333,4.025666666666667,3.7086666666666668,6.292583333333334,7.485766666666667,4.9465666666666666
19208_YBOX3_HUMAN,Y-box-binding protein 3 OS=Homo sapiens GN=YBX3 PE=1 SV=4,2.864733333333333,1.7566333333333333,2.96155,1.65295,2.004383333333333,1.7508666666666668
11202_NEST_HUMAN,Nestin OS=Homo sapiens GN=NES PE=1 SV=2,13.700099999999999,5.745233333333333,3.8316000000000003,15.80535,15.746433333333332,4.201966666666666
8768_KDM3B_HUMAN,Lysine-specific demethylase 3B OS=Homo sapiens GN=KDM3B PE=1 SV=2,7.753216666666667,6.3496,5.926683333333333,4.917133333333333,3.5424,5.960416666666667
2973_CHD4_HUMAN,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4 PE=1 SV=2,29.283033333333332,15.89505,38.34335,14.4218,23.182766666666666,12.572583333333332
11282_NHRF1_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens GN=SLC9A3R1 PE=1 SV=4,3.162933333333333,5.513483333333333,4.228783333333333,3.8105666666666664,8.272033333333333,4.320683333333333
14613_RL5_HUMAN,60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,22.353983333333332,21.87901666666667,16.188083333333335,17.329216666666667,26.395883333333334,16.310133333333333
15015_RT34_HUMAN,28S ribosomal protein S34_ mitochondrial OS=Homo sapiens GN=MRPS34 PE=1 SV=2,1.59495,1.4398333333333333,2.1906166666666667,2.38975,3.127133333333333,2.5691
